"index","Events","Location","Fighter1","Fighter2","Winner","fighter1_odds","fighter2_odds","Favourite","Label"
"1459","UFC Fight Night: Perez vs. Taira","Las Vegas, Nevada; 15th Jun 2024","Alex Perez","Tatsuro Taira","Tatsuro Taira","3","1.45","f2","Favourite"
"1460","UFC Fight Night: Perez vs. Taira","Las Vegas, Nevada; 15th Jun 2024","Miles Johns","Douglas Silva de Andrade","Miles Johns","1.67","2.4","f1","Favourite"
"1461","UFC Fight Night: Perez vs. Taira","Las Vegas, Nevada; 15th Jun 2024","Lucas Almeida","Timothy Cuamba","Lucas Almeida","2.64","1.53","f2","Underdog"
"1462","UFC Fight Night: Perez vs. Taira","Las Vegas, Nevada; 15th Jun 2024","Brady Hiestand","Garrett Armfield","Brady Hiestand","3","1.44","f2","Underdog"
"1463","UFC Fight Night: Perez vs. Taira","Las Vegas, Nevada; 15th Jun 2024","Assu Almabaev","Jose Johnson","Assu Almabaev","1.24","4.8","f1","Favourite"
"1464","UFC Fight Night: Perez vs. Taira","Las Vegas, Nevada; 15th Jun 2024","Adam Fugitt","Josh Quinlan","Adam Fugitt","2.15","1.77","f2","Underdog"
"1465","UFC Fight Night: Perez vs. Taira","Las Vegas, Nevada; 15th Jun 2024","Jimmy Flick","Nathan Maness","Nathan Maness","6","1.17","f2","Favourite"
"1466","UFC Fight Night: Perez vs. Taira","Las Vegas, Nevada; 15th Jun 2024","Carli Judice","Gabriella Fernandes","Gabriella Fernandes","2.4","1.62","f2","Favourite"
"1467","UFC Fight Night: Perez vs. Taira","Las Vegas, Nevada; 15th Jun 2024","Jeka Asparido Saragih","Westin Wilson","Westin Wilson","1.29","3.9","f1","Underdog"
"1468","UFC Fight Night: Perez vs. Taira","Las Vegas, Nevada; 15th Jun 2024","Melquizael Costa","Yilan Sha","Melquizael Costa","1.5","2.85","f1","Favourite"
"1469","UFC Fight Night: Perez vs. Taira","Las Vegas, Nevada; 15th Jun 2024","Julia Polastri","Josefine Knutsson","Josefine Knutsson","2.88","1.5","f2","Favourite"
"1470","UFC Fight Night: Whittaker vs. Aliskerov","Riyadh; 22nd Jun 2024","Robert Whittaker","Ikram Aliskerov","Robert Whittaker","1.85","2.2","f1","Favourite"
"1471","UFC Fight Night: Whittaker vs. Aliskerov","Riyadh; 22nd Jun 2024","Sergey Pavlovich","Alexander Volkov","Alexander Volkov","1.44","3","f1","Underdog"
"1472","UFC Fight Night: Whittaker vs. Aliskerov","Riyadh; 22nd Jun 2024","Kelvin Gastelum","Daniel Rodriguez","Kelvin Gastelum","1.51","2.75","f1","Favourite"
"1473","UFC Fight Night: Whittaker vs. Aliskerov","Riyadh; 22nd Jun 2024","Sharabutdin Magomedov","Antonio Trocoli","Sharabutdin Magomedov","1.18","6","f1","Favourite"
"1474","UFC Fight Night: Whittaker vs. Aliskerov","Riyadh; 22nd Jun 2024","Johnny Walker","Volkan Oezdemir","Volkan Oezdemir","1.8","2.2","f1","Underdog"
"1475","UFC Fight Night: Whittaker vs. Aliskerov","Riyadh; 22nd Jun 2024","Nasrat Haqparast","Jared Gordon","Nasrat Haqparast","1.44","3.1","f1","Favourite"
"1476","UFC Fight Night: Whittaker vs. Aliskerov","Riyadh; 22nd Jun 2024","Muhammadjon Naimov","Felipe Lima","Felipe Lima","1.95","2.25","f1","Underdog"
"1477","UFC Fight Night: Whittaker vs. Aliskerov","Riyadh; 22nd Jun 2024","Rinat Fakhretdinov","Nicolas Dalby","Rinat Fakhretdinov","1.29","4.1","f1","Favourite"
"1478","UFC Fight Night: Whittaker vs. Aliskerov","Riyadh; 22nd Jun 2024","Muin Gafurov","Kyung Ho Kang","Muin Gafurov","1.62","2.5","f1","Favourite"
"1479","UFC Fight Night: Whittaker vs. Aliskerov","Riyadh; 22nd Jun 2024","Magomed Gadzhiyasulov","Brendson Ribeiro","Magomed Gadzhiyasulov","1.3","4.1","f1","Favourite"
"1480","UFC Fight Night: Whittaker vs. Aliskerov","Riyadh; 22nd Jun 2024","Long Xiao","Chang Ho Lee","Chang Ho Lee","1.82","2.1","f1","Underdog"
"1481","UFC 303","Las Vegas, Nevada; 29th Jun 2024","Jiri Prochazka","Alex Pereira","Alex Pereira","2.25","1.75","f2","Favourite"
"1482","UFC 303","Las Vegas, Nevada; 29th Jun 2024","Diego Lopes","Dan Ige","Diego Lopes","1.36","3.5","f1","Favourite"
"1483","UFC 303","Las Vegas, Nevada; 29th Jun 2024","Anthony Smith","Roman Dolidze","Roman Dolidze","2.3","1.72","f2","Favourite"
"1484","UFC 303","Las Vegas, Nevada; 29th Jun 2024","Macy Chiasson","Mayra Bueno Silva","Macy Chiasson","1.93","2","f1","Favourite"
"1485","UFC 303","Las Vegas, Nevada; 29th Jun 2024","Ian Garry","Michael Page","Ian Garry","1.55","2.7","f1","Favourite"
"1486","UFC 303","Las Vegas, Nevada; 29th Jun 2024","Joe Pyfer","Marc-Andre Barriault","Joe Pyfer","1.33","3.65","f1","Favourite"
"1487","UFC 303","Las Vegas, Nevada; 29th Jun 2024","Andre Fili","Cub Swanson","Andre Fili","1.44","3","f1","Favourite"
"1488","UFC 303","Las Vegas, Nevada; 29th Jun 2024","Charles Jourdain","Jean Silva","Jean Silva","1.77","2.2","f1","Underdog"
"1489","UFC 303","Las Vegas, Nevada; 29th Jun 2024","Payton Talbott","Yanis Ghemmouri","Payton Talbott","1.07","11","f1","Favourite"
"1490","UFC 303","Las Vegas, Nevada; 29th Jun 2024","Gillian Robertson","Michelle Waterson","Gillian Robertson","1.53","2.65","f1","Favourite"
"1491","UFC 303","Las Vegas, Nevada; 29th Jun 2024","Andrei Arlovski","Martin Buday","Martin Buday","3.25","1.4","f2","Favourite"
"1492","UFC 303","Las Vegas, Nevada; 29th Jun 2024","Carlos Hernandez","Rei Tsuruya","Rei Tsuruya","4.5","1.25","f2","Favourite"
"1493","UFC 303","Las Vegas, Nevada; 29th Jun 2024","Ricky Simon","Vinicius  de Oliveira","Vinicius  de Oliveira","1.44","3.2","f1","Underdog"
"1494","UFC Fight Night: Namajunas vs. Cortez","Denver, Colorado; 13th Jul 2024","Rose Namajunas","Tracy Cortez","Rose Namajunas","1.4","3.25","f1","Favourite"
"1495","UFC Fight Night: Namajunas vs. Cortez","Denver, Colorado; 13th Jul 2024","Santiago Ponzinibbio","Muslim Salikhov","Muslim Salikhov","1.57","2.6","f1","Underdog"
"1496","UFC Fight Night: Namajunas vs. Cortez","Denver, Colorado; 13th Jul 2024","Drew Dober","Jean Silva","Jean Silva","2","1.93","f2","Favourite"
"1497","UFC Fight Night: Namajunas vs. Cortez","Denver, Colorado; 13th Jul 2024","Ange Loosa","Gabriel Bonfim","Gabriel Bonfim","4.2","1.29","f2","Favourite"
"1498","UFC Fight Night: Namajunas vs. Cortez","Denver, Colorado; 13th Jul 2024","Julian Erosa","Christian Rodriguez","Julian Erosa","3.25","1.44","f2","Underdog"
"1499","UFC Fight Night: Namajunas vs. Cortez","Denver, Colorado; 13th Jul 2024","Joshua Van","Charles Johnson","Charles Johnson","1.41","3.4","f1","Underdog"
"1500","UFC Fight Night: Namajunas vs. Cortez","Denver, Colorado; 13th Jul 2024","Fatima Kline","Jasmine Jasudavicius","Jasmine Jasudavicius","2.36","1.72","f2","Favourite"
"1501","UFC Fight Night: Namajunas vs. Cortez","Denver, Colorado; 13th Jul 2024","Montel Jackson","DaMon Blackshear","Montel Jackson","1.95","2.02","f1","Favourite"
"1502","UFC Fight Night: Namajunas vs. Cortez","Denver, Colorado; 13th Jul 2024","Luana Santos","Mariya Agapova","Luana Santos","1.26","4.2","f1","Favourite"
"1503","UFC Fight Night: Namajunas vs. Cortez","Denver, Colorado; 13th Jul 2024","Andre Petroski","Josh Fremd","Andre Petroski","1.91","2","f1","Favourite"
"1504","UFC Fight Night: Namajunas vs. Cortez","Denver, Colorado; 13th Jul 2024","Darrius Flowers","Evan Elder","Evan Elder","5.6","1.22","f2","Favourite"
"1505","UFC Fight Night: Lemos vs. Jandiroba","Las Vegas, Nevada; 20th Jul 2024","Amanda Lemos","Virna Jandiroba","Virna Jandiroba","2","1.93","f2","Favourite"
"1506","UFC Fight Night: Lemos vs. Jandiroba","Las Vegas, Nevada; 20th Jul 2024","Seung Woo Choi","Steve Garcia","Steve Garcia","2.55","1.61","f2","Favourite"
"1507","UFC Fight Night: Lemos vs. Jandiroba","Las Vegas, Nevada; 20th Jul 2024","Kurt Holobaugh","Kaynan Kruschewsky","Kurt Holobaugh","2.25","1.74","f2","Underdog"
"1508","UFC Fight Night: Lemos vs. Jandiroba","Las Vegas, Nevada; 20th Jul 2024","Cody Durden","Bruno Silva","Bruno Silva","2.26","1.73","f2","Favourite"
"1509","UFC Fight Night: Lemos vs. Jandiroba","Las Vegas, Nevada; 20th Jul 2024","Doo Ho Choi","Bill Algeo","Doo Ho Choi","2.9","1.49","f2","Underdog"
"1510","UFC Fight Night: Lemos vs. Jandiroba","Las Vegas, Nevada; 20th Jul 2024","Hyder Amil","Jung Young Lee","Hyder Amil","2.85","1.53","f2","Underdog"
"1511","UFC Fight Night: Lemos vs. Jandiroba","Las Vegas, Nevada; 20th Jul 2024","Brian Kelleher","Cody Gibson","Cody Gibson","2.8","1.5","f2","Favourite"
"1512","UFC Fight Night: Lemos vs. Jandiroba","Las Vegas, Nevada; 20th Jul 2024","Miranda Maverick","Dione Barbosa","Miranda Maverick","1.43","3.15","f1","Favourite"
"1513","UFC Fight Night: Lemos vs. Jandiroba","Las Vegas, Nevada; 20th Jul 2024","Loik Radzhabov","Trey Ogden","Trey Ogden","1.81","2.25","f1","Underdog"
"1514","UFC Fight Night: Lemos vs. Jandiroba","Las Vegas, Nevada; 20th Jul 2024","Luana Carolina","Lucie Pudilova","Luana Carolina","1.8","2.25","f1","Favourite"
"1515","UFC Fight Night: Lemos vs. Jandiroba","Las Vegas, Nevada; 20th Jul 2024","Mohammed Usman","Thomas Petersen","Thomas Petersen","1.96","2.1","f1","Underdog"
"1516","UFC 304","Manchester; 27th Jul 2024","Leon Edwards","Belal Muhammad","Belal Muhammad","1.4","3.25","f1","Underdog"
"1517","UFC 304","Manchester; 27th Jul 2024","Tom Aspinall","Curtis Blaydes","Tom Aspinall","1.25","4.2","f1","Favourite"
"1518","UFC 304","Manchester; 27th Jul 2024","Paddy Pimblett","Bobby Green","Paddy Pimblett","1.91","2.5","f1","Favourite"
"1519","UFC 304","Manchester; 27th Jul 2024","Gregory Rodrigues","Christian Duncan","Gregory Rodrigues","2.1","1.83","f2","Underdog"
"1520","UFC 304","Manchester; 27th Jul 2024","Arnold Allen","Giga Chikadze","Arnold Allen","1.4","3.3","f1","Favourite"
"1521","UFC 304","Manchester; 27th Jul 2024","Nathaniel Wood","Daniel Pineda","Nathaniel Wood","1.25","4.8","f1","Favourite"
"1522","UFC 304","Manchester; 27th Jul 2024","Molly McCann","Bruna Brasil","Bruna Brasil","1.3","3.8","f1","Underdog"
"1523","UFC 304","Manchester; 27th Jul 2024","Caolan Loughran","Jake Hadley","Jake Hadley","1.44","3.1","f1","Underdog"
"1524","UFC 304","Manchester; 27th Jul 2024","Manel Kape","Muhammad Mokaev","Muhammad Mokaev","2.8","1.5","f2","Favourite"
"1525","UFC 304","Manchester; 27th Jul 2024","Oban Elliott","Preston Parsons","Oban Elliott","2.5","1.63","f2","Underdog"
"1526","UFC 304","Manchester; 27th Jul 2024","Marcin Prachnio","Modestas Bukauskas","Modestas Bukauskas","2.35","1.69","f2","Favourite"
"1527","UFC 304","Manchester; 27th Jul 2024","Kiefer Crosbie","Sam Patterson","Sam Patterson","4.85","1.22","f2","Favourite"
"1528","UFC 304","Manchester; 27th Jul 2024","Michael Parkin","Lukasz Brzeski","Michael Parkin","1.22","5.3","f1","Favourite"
"1529","UFC 304","Manchester; 27th Jul 2024","Shauna Bannon","Alice Ardelean","Shauna Bannon","1.53","2.75","f1","Favourite"
"1530","UFC Fight Night: Sandhagen vs. Nurmagomedov","Abu Dhabi; 3rd Aug 2024","Cory Sandhagen","Umar Nurmagomedov","Umar Nurmagomedov","3.9","1.29","f2","Favourite"
"1531","UFC Fight Night: Sandhagen vs. Nurmagomedov","Abu Dhabi; 3rd Aug 2024","Michal Oleksiejczuk","Sharabutdin Magomedov","Sharabutdin Magomedov","3.75","1.37","f2","Favourite"
"1532","UFC Fight Night: Sandhagen vs. Nurmagomedov","Abu Dhabi; 3rd Aug 2024","Marlon Vera","Deiveson Figueiredo","Deiveson Figueiredo","2.25","1.74","f2","Favourite"
"1533","UFC Fight Night: Sandhagen vs. Nurmagomedov","Abu Dhabi; 3rd Aug 2024","Tony Ferguson","Michael Chiesa","Michael Chiesa","5.1","1.23","f2","Favourite"
"1534","UFC Fight Night: Sandhagen vs. Nurmagomedov","Abu Dhabi; 3rd Aug 2024","Lupita Godinez","Mackenzie Dern","Mackenzie Dern","2.22","1.8","f2","Favourite"
"1535","UFC Fight Night: Sandhagen vs. Nurmagomedov","Abu Dhabi; 3rd Aug 2024","Elves Brenner","Joel Alvarez","Joel Alvarez","2.32","1.66","f2","Favourite"
"1536","UFC Fight Night: Sandhagen vs. Nurmagomedov","Abu Dhabi; 3rd Aug 2024","Alonzo Menifield","Azamat Murzakanov","Azamat Murzakanov","3.4","1.44","f2","Favourite"
"1537","UFC Fight Night: Sandhagen vs. Nurmagomedov","Abu Dhabi; 3rd Aug 2024","Kaue Fernandes","Mohammad Yahya","Kaue Fernandes","1.28","4","f1","Favourite"
"1538","UFC Fight Night: Sandhagen vs. Nurmagomedov","Abu Dhabi; 3rd Aug 2024","Don'tale Mayes","Shamil Gaziev","Shamil Gaziev","8.5","1.36","f2","Favourite"
"1539","UFC Fight Night: Sandhagen vs. Nurmagomedov","Abu Dhabi; 3rd Aug 2024","Guram Kutateladze","Jordan Vucenic","Guram Kutateladze","1.51","2.9","f1","Favourite"
"1540","UFC Fight Night: Sandhagen vs. Nurmagomedov","Abu Dhabi; 3rd Aug 2024","Sam Hughes","Viktoriya Dudakova","Sam Hughes","2.8","1.57","f2","Underdog"
"1541","UFC Fight Night: Sandhagen vs. Nurmagomedov","Abu Dhabi; 3rd Aug 2024","Rolando Bedoya","Jai Herbert","Jai Herbert","2.05","1.87","f2","Favourite"
"1542","UFC Fight Night: Sandhagen vs. Nurmagomedov","Abu Dhabi; 3rd Aug 2024","Sedriques Dumas","Denis Tiuliulin","Sedriques Dumas","1.43","3.05","f1","Favourite"
"1543","UFC Fight Night: Tybura vs. Spivac II","Las Vegas, Nevada; 10th Aug 2024","Marcin Tybura","Sergey Spivak","Sergey Spivak","2.3","1.68","f2","Favourite"
"1544","UFC Fight Night: Tybura vs. Spivac II","Las Vegas, Nevada; 10th Aug 2024","Jose Mariscal","Damon Jackson","Jose Mariscal","1.51","2.5","f1","Favourite"
"1545","UFC Fight Night: Tybura vs. Spivac II","Las Vegas, Nevada; 10th Aug 2024","Danny Barlow","Nikolay Veretennikov","Danny Barlow","1.25","4.4","f1","Favourite"
"1546","UFC Fight Night: Tybura vs. Spivac II","Las Vegas, Nevada; 10th Aug 2024","Chris Gutierrez","Quang Le","Chris Gutierrez","1.17","6","f1","Favourite"
"1547","UFC Fight Night: Tybura vs. Spivac II","Las Vegas, Nevada; 10th Aug 2024","Yana Santos","Chelsea Chandler","Yana Santos","1.69","2.32","f1","Favourite"
"1548","UFC Fight Night: Tybura vs. Spivac II","Las Vegas, Nevada; 10th Aug 2024","Charalampos Grigoriou","Toshiomi Kazama","Toshiomi Kazama","1.42","3.15","f1","Underdog"
"1549","UFC Fight Night: Tybura vs. Spivac II","Las Vegas, Nevada; 10th Aug 2024","Karol Rosa","Pannie Kianzad","Karol Rosa","1.42","3.3","f1","Favourite"
"1550","UFC Fight Night: Tybura vs. Spivac II","Las Vegas, Nevada; 10th Aug 2024","Karl Williams","Jhonata Diniz","Jhonata Diniz","1.62","2.63","f1","Underdog"
"1551","UFC Fight Night: Tybura vs. Spivac II","Las Vegas, Nevada; 10th Aug 2024","Jarno Errens","Youssef Zalal","Youssef Zalal","5.1","1.21","f2","Favourite"
"1552","UFC Fight Night: Tybura vs. Spivac II","Las Vegas, Nevada; 10th Aug 2024","Stephanie Luciano","Talita Alencar","Stephanie Luciano","1.69","2.4","f1","Favourite"
"1553","UFC 305","Perth; 17th Aug 2024","Dricus Du Plessis","Israel Adesanya","Dricus Du Plessis","2","2.02","f1","Favourite"
"1554","UFC 305","Perth; 17th Aug 2024","Kai Kara-France","Steve Erceg","Kai Kara-France","3.35","1.4","f2","Underdog"
"1555","UFC 305","Perth; 17th Aug 2024","Mateusz Gamrot","Daniel Hooker","Daniel Hooker","1.26","4.4","f1","Underdog"
"1556","UFC 305","Perth; 17th Aug 2024","Tai Tuivasa","Jairzinho Rozenstruik","Jairzinho Rozenstruik","2.95","1.44","f2","Favourite"
"1557","UFC 305","Perth; 17th Aug 2024","Li Jingliang","Carlos Prates","Carlos Prates","4.2","1.29","f2","Favourite"
"1558","UFC 305","Perth; 17th Aug 2024","Junior Tafa","Valter Walker","Valter Walker","1.91","1.94","f1","Underdog"
"1559","UFC 305","Perth; 17th Aug 2024","Joshua Culibao","Ricardo Ramos","Ricardo Ramos","1.83","2.18","f1","Underdog"
"1560","UFC 305","Perth; 17th Aug 2024","Casey O'Neill","Luana Santos","Casey O'Neill","2.24","1.77","f2","Underdog"
"1561","UFC 305","Perth; 17th Aug 2024","Jack Jenkins","Herbert Burns","Jack Jenkins","1.18","7","f1","Favourite"
"1562","UFC 305","Perth; 17th Aug 2024","Tom Nolan","Alex Reyes","Tom Nolan","1.09","9.5","f1","Favourite"
"1563","UFC 305","Perth; 17th Aug 2024","Kenan Song","Rick Glenn","Kenan Song","1.5","3.2","f1","Favourite"
"1564","UFC 305","Perth; 17th Aug 2024","Jesus Santos Aguilar","Stewart Nicoll","Jesus Santos Aguilar","2.75","1.51","f2","Underdog"
"1565","UFC Fight Night: Cannonier vs. Borralho","Las Vegas, Nevada; 24th Aug 2024","Jared Cannonier","Caio Borralho","Caio Borralho","3.6","1.37","f2","Favourite"
"1566","UFC Fight Night: Cannonier vs. Borralho","Las Vegas, Nevada; 24th Aug 2024","Angela Hill","Tabatha Ricci","Tabatha Ricci","2.6","1.67","f2","Favourite"
"1567","UFC Fight Night: Cannonier vs. Borralho","Las Vegas, Nevada; 24th Aug 2024","Ryan Loder","Robert Valentin","Ryan Loder","2.24","1.7","f2","Underdog"
"1568","UFC Fight Night: Cannonier vs. Borralho","Las Vegas, Nevada; 24th Aug 2024","Kaan Ofli","Mairon Santos","Mairon Santos","3.05","1.48","f2","Favourite"
"1569","UFC Fight Night: Cannonier vs. Borralho","Las Vegas, Nevada; 24th Aug 2024","Michael Morales","Neil Magny","Michael Morales","1.12","7","f1","Favourite"
"1570","UFC Fight Night: Cannonier vs. Borralho","Las Vegas, Nevada; 24th Aug 2024","Edmen Shahbazyan","Gerald Meerschaert","Gerald Meerschaert","1.32","3.75","f1","Underdog"
"1571","UFC Fight Night: Cannonier vs. Borralho","Las Vegas, Nevada; 24th Aug 2024","Dennis Buzukja","Francis Marshall","Francis Marshall","2.8","1.57","f2","Favourite"
"1572","UFC Fight Night: Cannonier vs. Borralho","Las Vegas, Nevada; 24th Aug 2024","Jose  Daniel Medina","Zachary Reese","Zachary Reese","7","1.15","f2","Favourite"
"1573","UFC Fight Night: Cannonier vs. Borralho","Las Vegas, Nevada; 24th Aug 2024","Viacheslav Borshchev","James Llontop","Viacheslav Borshchev","1.44","3.1","f1","Favourite"
"1574","UFC Fight Night: Cannonier vs. Borralho","Las Vegas, Nevada; 24th Aug 2024","Josiane Nunes","Jacqueline Cavalcanti","Jacqueline Cavalcanti","3.35","1.37","f2","Favourite"
"1575","UFC Fight Night: Cannonier vs. Borralho","Las Vegas, Nevada; 24th Aug 2024","Cong Wang","Victoria Leonardo","Cong Wang","1.1","7.6","f1","Favourite"
"1576","UFC 306","Las Vegas, Nevada; 14th Sep 2024","Sean O'Malley","Merab Dvalishvili","Merab Dvalishvili","2","2.05","f1","Underdog"
"1577","UFC 306","Las Vegas, Nevada; 14th Sep 2024","Alexa Grasso","Valentina Shevchenko","Valentina Shevchenko","1.8","2.1","f1","Underdog"
"1578","UFC 306","Las Vegas, Nevada; 14th Sep 2024","Brian Ortega","Diego Lopes","Diego Lopes","2.8","1.53","f2","Favourite"
"1579","UFC 306","Las Vegas, Nevada; 14th Sep 2024","Daniel Zellhuber","Esteban Ribovics","Esteban Ribovics","1.53","2.75","f1","Underdog"
"1580","UFC 306","Las Vegas, Nevada; 14th Sep 2024","Luis Rodriguez","Ode Osbourne","Luis Rodriguez","1.53","2.9","f1","Favourite"
"1581","UFC 306","Las Vegas, Nevada; 14th Sep 2024","Irene Aldana","Norma Dumont","Norma Dumont","2.15","1.91","f2","Favourite"
"1582","UFC 306","Las Vegas, Nevada; 14th Sep 2024","Ignacio Bahamondes","Manuel Torres","Ignacio Bahamondes","2.2","1.79","f2","Underdog"
"1583","UFC 306","Las Vegas, Nevada; 14th Sep 2024","Ketlen Souza","Yazmin Jauregui","Ketlen Souza","5","1.2","f2","Underdog"
"1584","UFC 306","Las Vegas, Nevada; 14th Sep 2024","Edgar Chairez","Joshua Van","Joshua Van","3.4","1.36","f2","Favourite"
"1585","UFC 306","Las Vegas, Nevada; 14th Sep 2024","Raul Rosas Jr","Qileng Aori","Raul Rosas Jr","1.1","7.6","f1","Favourite"
"1586","UFC Fight Night: Moicano vs. Saint-Denis","Paris; 28th Sep 2024","Renato Moicano","Benoit Saint-Denis","Renato Moicano","3.35","1.39","f2","Underdog"
"1587","UFC Fight Night: Moicano vs. Saint-Denis","Paris; 28th Sep 2024","Brendan Allen","Nassourdine Imavov","Nassourdine Imavov","2.85","1.5","f2","Favourite"
"1588","UFC Fight Night: Moicano vs. Saint-Denis","Paris; 28th Sep 2024","Joanderson Brito","William Gomis","William Gomis","1.33","3.6","f1","Underdog"
"1589","UFC Fight Night: Moicano vs. Saint-Denis","Paris; 28th Sep 2024","Bryan Battle","Kevin Jousset","Bryan Battle","1.6","2.65","f1","Favourite"
"1590","UFC Fight Night: Moicano vs. Saint-Denis","Paris; 28th Sep 2024","Morgan Charriere","Gabriel Miranda","Morgan Charriere","1.19","5.75","f1","Favourite"
"1591","UFC Fight Night: Moicano vs. Saint-Denis","Paris; 28th Sep 2024","Matt Frevola","Fares Ziam","Fares Ziam","2.07","1.83","f2","Favourite"
"1592","UFC Fight Night: Moicano vs. Saint-Denis","Paris; 28th Sep 2024","Ion Cutelaba","Ivan Erslan","Ion Cutelaba","2.1","1.91","f2","Underdog"
"1593","UFC Fight Night: Moicano vs. Saint-Denis","Paris; 28th Sep 2024","Oumar Sy","Da Woon Jung","Oumar Sy","1.18","5.55","f1","Favourite"
"1594","UFC Fight Night: Moicano vs. Saint-Denis","Paris; 28th Sep 2024","Ludovit Klein","Roosevelt Roberts","Ludovit Klein","1.11","8","f1","Favourite"
"1595","UFC Fight Night: Moicano vs. Saint-Denis","Paris; 28th Sep 2024","Taylor Lapilus","Vincent Morales","Taylor Lapilus","1.3","4","f1","Favourite"
"1596","UFC Fight Night: Moicano vs. Saint-Denis","Paris; 28th Sep 2024","Ailin Perez","Dariya Zheleznyakova","Ailin Perez","1.49","3","f1","Favourite"
"1597","UFC Fight Night: Moicano vs. Saint-Denis","Paris; 28th Sep 2024","Daniel Barez","Victor Altamirano","Daniel Barez","2.1","1.83","f2","Underdog"
"1598","UFC Fight Night: Moicano vs. Saint-Denis","Paris; 28th Sep 2024","Jacqueline Cavalcanti","Nora Cornolle","Jacqueline Cavalcanti","1.49","2.8","f1","Favourite"
"1599","UFC Fight Night: Moicano vs. Saint-Denis","Paris; 28th Sep 2024","Bolaji Oki","Chris Duncan (2)","Chris Duncan (2)","1.65","2.5","f1","Underdog"
"1600","UFC 307","Salt Lake City, Utah; 5th Oct 2024","Alex Pereira","Khalil Rountree","Alex Pereira","1.24","4.6","f1","Favourite"
"1601","UFC 307","Salt Lake City, Utah; 5th Oct 2024","Julianna Pena","Raquel Pennington","Julianna Pena","2.4","1.68","f2","Underdog"
"1602","UFC 307","Salt Lake City, Utah; 5th Oct 2024","Jose Aldo","Mario Bautista","Mario Bautista","2.1","1.83","f2","Favourite"
"1603","UFC 307","Salt Lake City, Utah; 5th Oct 2024","Kevin Holland","Roman Dolidze","Roman Dolidze","1.7","2.3","f1","Underdog"
"1604","UFC 307","Salt Lake City, Utah; 5th Oct 2024","Kayla Harrison","Ketlen Vieira","Kayla Harrison","1.1","8","f1","Favourite"
"1605","UFC 307","Salt Lake City, Utah; 5th Oct 2024","Stephen Thompson","Joaquin Buckley","Joaquin Buckley","2.88","1.44","f2","Favourite"
"1606","UFC 307","Salt Lake City, Utah; 5th Oct 2024","Iasmin Lucindo","Marina Alcalde Rodriguez","Iasmin Lucindo","1.56","2.55","f1","Favourite"
"1607","UFC 307","Salt Lake City, Utah; 5th Oct 2024","Alexander Hernandez","Austin Hubbard","Alexander Hernandez","1.93","1.93","f1","Favourite"
"1608","UFC 307","Salt Lake City, Utah; 5th Oct 2024","César Almeida","Ihor Potieria","César Almeida","1.25","4.8","f1","Favourite"
"1609","UFC 307","Salt Lake City, Utah; 5th Oct 2024","Ovince St Preux","Ryan Spann","Ryan Spann","2.85","1.48","f2","Favourite"
"1610","UFC 307","Salt Lake City, Utah; 5th Oct 2024","Carla Esparza","Tecia Pennington","Tecia Pennington","2.55","1.61","f2","Favourite"
"1611","UFC 307","Salt Lake City, Utah; 5th Oct 2024","Court McGee","Tim Means","Court McGee","2.8","1.52","f2","Underdog"
"1612","UFC Fight Night: Royval vs. Taira","Las Vegas, Nevada; 12th Oct 2024","Brandon Royval","Tatsuro Taira","Brandon Royval","3.5","1.34","f2","Underdog"
"1613","UFC Fight Night: Royval vs. Taira","Las Vegas, Nevada; 12th Oct 2024","Brad Tavares","Jun Yong Park","Jun Yong Park","3","1.44","f2","Favourite"
"1614","UFC Fight Night: Royval vs. Taira","Las Vegas, Nevada; 12th Oct 2024","Chidi Njokuani","Jared Gooden","Chidi Njokuani","1.69","2.3","f1","Favourite"
"1615","UFC Fight Night: Royval vs. Taira","Las Vegas, Nevada; 12th Oct 2024","Grant Dawson","Rafa Garcia","Grant Dawson","1.3","4","f1","Favourite"
"1616","UFC Fight Night: Royval vs. Taira","Las Vegas, Nevada; 12th Oct 2024","Alex Morono","Daniel Rodriguez","Daniel Rodriguez","3","1.45","f2","Favourite"
"1617","UFC Fight Night: Royval vs. Taira","Las Vegas, Nevada; 12th Oct 2024","Carlos Vergara","Ramazonbek Temirov","Ramazonbek Temirov","3.8","1.34","f2","Favourite"
"1618","UFC Fight Night: Royval vs. Taira","Las Vegas, Nevada; 12th Oct 2024","Jonathan Pearce","Pat Sabatini","Pat Sabatini","1.57","2.5","f1","Underdog"
"1619","UFC Fight Night: Royval vs. Taira","Las Vegas, Nevada; 12th Oct 2024","Niko Price","Themba Gorimbo","Themba Gorimbo","3.65","1.34","f2","Favourite"
"1620","UFC Fight Night: Royval vs. Taira","Las Vegas, Nevada; 12th Oct 2024","Junior Tafa","Sean Sharaf","Junior Tafa","1.43","3","f1","Favourite"
"1621","UFC Fight Night: Royval vs. Taira","Las Vegas, Nevada; 12th Oct 2024","Cory McKenna","Julia Polastri","Julia Polastri","1.94","1.93","f2","Favourite"
"1622","UFC Fight Night: Royval vs. Taira","Las Vegas, Nevada; 12th Oct 2024","Dan Argueta","Cody Haddon","Cody Haddon","2.4","1.68","f2","Favourite"
"1623","UFC Fight Night: Royval vs. Taira","Las Vegas, Nevada; 12th Oct 2024","Clayton Carpenter","Lucas Rocha","Clayton Carpenter","1.45","3.05","f1","Favourite"
