Events,Location,Fighter1,Fighter2,Winner,fighter1_odds,fighter2_odds,Favourite,Label
UFC 289,Vancouver; 10th Jun 2023,Charles Oliveira,Beneil Dariush,Charles Oliveira,2.28,1.7,f2,Underdog
UFC 289,Vancouver; 10th Jun 2023,Mike Malott,Adam Fugitt,Mike Malott,1.49,2.84,f1,Favourite
UFC 289,Vancouver; 10th Jun 2023,Dan Ige,Nate Landwehr,Dan Ige,1.4,3.25,f1,Favourite
UFC 289,Vancouver; 10th Jun 2023,Eryk Anders,Marc-Andre Barriault,Marc-Andre Barriault,2.4,1.71,f2,Favourite
UFC 289,Vancouver; 10th Jun 2023,Miranda Maverick,Jasmine Jasudavicius,Jasmine Jasudavicius,1.43,3.35,f1,Underdog
UFC 289,Vancouver; 10th Jun 2023,Aiemann Zahabi,Qileng Aori,Aiemann Zahabi,2.02,1.83,f2,Underdog
UFC 289,Vancouver; 10th Jun 2023,Kyle Nelson,Blake Bilder,Kyle Nelson,3.3,1.4,f2,Underdog
UFC 289,Vancouver; 10th Jun 2023,Steve Erceg,David Dvorak,Steve Erceg,3.4,1.37,f2,Underdog
UFC 289,Vancouver; 10th Jun 2023,Diana Belbita,Maria Oliveira,Diana Belbita,1.77,2.2,f1,Favourite
UFC Fight Night: Vettori vs. Cannonier,"Las Vegas, Nevada; 17th Jun 2023",Marvin Vettori,Jared Cannonier,Jared Cannonier,1.81,2.2,f1,Underdog
UFC Fight Night: Vettori vs. Cannonier,"Las Vegas, Nevada; 17th Jun 2023",Arman Tsarukyan,Joaquim Silva,Arman Tsarukyan,1.1,10.0,f1,Favourite
UFC Fight Night: Vettori vs. Cannonier,"Las Vegas, Nevada; 17th Jun 2023",Christian Duncan,Armen Petrosyan,Armen Petrosyan,1.65,2.5,f1,Underdog
UFC Fight Night: Vettori vs. Cannonier,"Las Vegas, Nevada; 17th Jun 2023",Pat Sabatini,Lucas Almeida,Pat Sabatini,1.56,2.63,f1,Favourite
UFC Fight Night: Vettori vs. Cannonier,"Las Vegas, Nevada; 17th Jun 2023",Nikolas Motta,Manuel Torres,Manuel Torres,2.75,1.54,f2,Favourite
UFC Fight Night: Vettori vs. Cannonier,"Las Vegas, Nevada; 17th Jun 2023",Muslim Salikhov,Nicolas Dalby,Nicolas Dalby,1.59,2.65,f1,Underdog
UFC Fight Night: Vettori vs. Cannonier,"Las Vegas, Nevada; 17th Jun 2023",Jimmy Flick,Alessandro Costa,Alessandro Costa,3.6,1.36,f2,Favourite
UFC Fight Night: Vettori vs. Cannonier,"Las Vegas, Nevada; 17th Jun 2023",Kyung Ho Kang,Christian Quinonez,Kyung Ho Kang,2.3,1.74,f2,Underdog
UFC Fight Night: Vettori vs. Cannonier,"Las Vegas, Nevada; 17th Jun 2023",Carlos Hernandez,Denys Bondar,Carlos Hernandez,2.4,1.72,f2,Underdog
UFC Fight Night: Vettori vs. Cannonier,"Las Vegas, Nevada; 17th Jun 2023",Tereza Bleda,Gabriella Fernandes,Tereza Bleda,1.44,3.1,f1,Favourite
UFC Fight Night: Vettori vs. Cannonier,"Las Vegas, Nevada; 17th Jun 2023",Modestas Bukauskas,Zac Pauga,Modestas Bukauskas,1.53,2.75,f1,Favourite
UFC Fight Night: Emmett vs. Topuria,"Jacksonville, Florida; 24th Jun 2023",Ilia Topuria,Josh Emmett,Ilia Topuria,1.3,4.1,f1,Favourite
UFC Fight Night: Emmett vs. Topuria,"Jacksonville, Florida; 24th Jun 2023",Amanda Ribas,Maycee Barber,Maycee Barber,1.53,2.7,f1,Underdog
UFC Fight Night: Emmett vs. Topuria,"Jacksonville, Florida; 24th Jun 2023",David Onama,Gabriel Santos,David Onama,2.88,1.48,f2,Underdog
UFC Fight Night: Emmett vs. Topuria,"Jacksonville, Florida; 24th Jun 2023",Brendan Allen,Bruno Silva,Brendan Allen,1.53,2.9,f1,Favourite
UFC Fight Night: Emmett vs. Topuria,"Jacksonville, Florida; 24th Jun 2023",Neil Magny,Phil Rowe,Neil Magny,1.59,2.55,f1,Favourite
UFC Fight Night: Emmett vs. Topuria,"Jacksonville, Florida; 24th Jun 2023",Randy Brown,Wellington Turman,Randy Brown,1.42,3.2,f1,Favourite
UFC Fight Night: Emmett vs. Topuria,"Jacksonville, Florida; 24th Jun 2023",Mateusz Rebecki,Loik Radzhabov,Mateusz Rebecki,1.87,2.2,f1,Favourite
UFC Fight Night: Emmett vs. Topuria,"Jacksonville, Florida; 24th Jun 2023",Tabatha Ricci,Gillian Robertson,Tabatha Ricci,1.81,2.1,f1,Favourite
UFC Fight Night: Emmett vs. Topuria,"Jacksonville, Florida; 24th Jun 2023",Zhalgas Zhumagulov,Joshua Van,Joshua Van,1.5,2.9,f1,Underdog
UFC Fight Night: Emmett vs. Topuria,"Jacksonville, Florida; 24th Jun 2023",Trevor Peek,Jose Mariscal,Jose Mariscal,1.83,2.35,f1,Underdog
UFC Fight Night: Emmett vs. Topuria,"Jacksonville, Florida; 24th Jun 2023",Jamall Emmers,Jack Jenkins,Jack Jenkins,1.53,2.75,f1,Underdog
UFC Fight Night: Emmett vs. Topuria,"Jacksonville, Florida; 24th Jun 2023",Cody Brundage,Sedriques Dumas,Sedriques Dumas,1.71,2.5,f1,Underdog
UFC Fight Night: Strickland vs. Magomedov,"Las Vegas, Nevada; 1st Jul 2023",Sean Strickland,Abusupiyan Magomedov,Sean Strickland,1.67,2.36,f1,Favourite
UFC Fight Night: Strickland vs. Magomedov,"Las Vegas, Nevada; 1st Jul 2023",Grant Dawson,Damir Ismagulov,Grant Dawson,2.2,1.86,f2,Underdog
UFC Fight Night: Strickland vs. Magomedov,"Las Vegas, Nevada; 1st Jul 2023",Max Griffin,Michael Morales,Michael Morales,3.2,1.4,f2,Favourite
UFC Fight Night: Strickland vs. Magomedov,"Las Vegas, Nevada; 1st Jul 2023",Ariane da Silva,Melissa Gatto,Ariane da Silva,3.05,1.43,f2,Underdog
UFC Fight Night: Strickland vs. Magomedov,"Las Vegas, Nevada; 1st Jul 2023",Ismael Bonfim,Benoit Saint-Denis,Benoit Saint-Denis,1.37,3.35,f1,Underdog
UFC Fight Night: Strickland vs. Magomedov,"Las Vegas, Nevada; 1st Jul 2023",Nursulton Ruziboev,Brunno Ferreira,Nursulton Ruziboev,3.0,1.45,f2,Underdog
UFC Fight Night: Strickland vs. Magomedov,"Las Vegas, Nevada; 1st Jul 2023",Kevin Lee,Rinat Fakhretdinov,Rinat Fakhretdinov,2.8,1.48,f2,Favourite
UFC Fight Night: Strickland vs. Magomedov,"Las Vegas, Nevada; 1st Jul 2023",Joanderson Brito,Westin Wilson,Joanderson Brito,1.08,10.0,f1,Favourite
UFC Fight Night: Strickland vs. Magomedov,"Las Vegas, Nevada; 1st Jul 2023",Yana Santos,Karol Rosa,Karol Rosa,2.7,1.57,f2,Favourite
UFC Fight Night: Strickland vs. Magomedov,"Las Vegas, Nevada; 1st Jul 2023",Guram Kutateladze,Elves Brenner,Elves Brenner,1.15,6.5,f1,Underdog
UFC Fight Night: Strickland vs. Magomedov,"Las Vegas, Nevada; 1st Jul 2023",Ivana Petrovic,Luana Carolina,Luana Carolina,1.56,2.65,f1,Underdog
UFC Fight Night: Strickland vs. Magomedov,"Las Vegas, Nevada; 1st Jul 2023",Alexander Romanov,Blagoy Ivanov,Alexander Romanov,1.75,2.25,f1,Favourite
UFC 290,"Las Vegas, Nevada; 8th Jul 2023",Alex Volkanovski,Yair Rodriguez,Alex Volkanovski,1.27,3.9,f1,Favourite
UFC 290,"Las Vegas, Nevada; 8th Jul 2023",Brandon Moreno,Alexandre Pantoja,Alexandre Pantoja,1.53,2.66,f1,Underdog
UFC 290,"Las Vegas, Nevada; 8th Jul 2023",Robert Whittaker,Dricus Du Plessis,Dricus Du Plessis,1.3,4.0,f1,Underdog
UFC 290,"Las Vegas, Nevada; 8th Jul 2023",Jalin Turner,Daniel Hooker,Daniel Hooker,1.33,3.45,f1,Underdog
UFC 290,"Las Vegas, Nevada; 8th Jul 2023",Bo Nickal,Valentine Woodburn,Bo Nickal,1.07,14.0,f1,Favourite
UFC 290,"Las Vegas, Nevada; 8th Jul 2023",Robbie Lawler,Niko Price,Robbie Lawler,2.85,1.5,f2,Underdog
UFC 290,"Las Vegas, Nevada; 8th Jul 2023",Tatsuro Taira,Edgar Chairez,Tatsuro Taira,1.12,11.0,f1,Favourite
UFC 290,"Las Vegas, Nevada; 8th Jul 2023",Yazmin Jauregui,Denise Gomes,Denise Gomes,1.27,4.1,f1,Underdog
UFC 290,"Las Vegas, Nevada; 8th Jul 2023",Jim Crute,Alonzo Menifield,Alonzo Menifield,1.72,2.35,f1,Underdog
UFC 290,"Las Vegas, Nevada; 8th Jul 2023",Vitor Petrino,Marcin Prachnio,Vitor Petrino,1.43,3.25,f1,Favourite
UFC 290,"Las Vegas, Nevada; 8th Jul 2023",Cameron Saaiman,Terrence Mitchell,Cameron Saaiman,1.18,5.5,f1,Favourite
UFC 290,"Las Vegas, Nevada; 8th Jul 2023",Shannon Ross,Jesus Santos Aguilar,Jesus Santos Aguilar,2.28,1.72,f2,Favourite
UFC 290,"Las Vegas, Nevada; 8th Jul 2023",Kamuela Kirk,Esteban Ribovics,Esteban Ribovics,2.45,1.67,f2,Favourite
UFC Fight Night: Holm vs. Bueno Silva,"Las Vegas, Nevada; 15th Jul 2023",Holly Holm,Mayra Bueno Silva,Mayra Bueno Silva,1.6,2.5,f1,Underdog
UFC Fight Night: Holm vs. Bueno Silva,"Las Vegas, Nevada; 15th Jul 2023",Jack Della Maddalena,Bassil Hafez,Jack Della Maddalena,1.18,6.0,f1,Favourite
UFC Fight Night: Holm vs. Bueno Silva,"Las Vegas, Nevada; 15th Jul 2023",Ottman Azaitar,Francisco Prado,Francisco Prado,2.0,1.91,f2,Favourite
UFC Fight Night: Holm vs. Bueno Silva,"Las Vegas, Nevada; 15th Jul 2023",Albert Duraev,Jun Yong Park,Jun Yong Park,2.3,1.71,f2,Favourite
UFC Fight Night: Holm vs. Bueno Silva,"Las Vegas, Nevada; 15th Jul 2023",Norma Dumont,Chelsea Chandler,Norma Dumont,1.72,2.3,f1,Favourite
UFC Fight Night: Holm vs. Bueno Silva,"Las Vegas, Nevada; 15th Jul 2023",Terrance McKinney,Nazim Sadykhov,Nazim Sadykhov,2.45,1.67,f2,Favourite
UFC Fight Night: Holm vs. Bueno Silva,"Las Vegas, Nevada; 15th Jul 2023",Tucker Lutz,Melsik Bagdasaryan,Melsik Bagdasaryan,2.4,1.68,f2,Favourite
UFC Fight Night: Holm vs. Bueno Silva,"Las Vegas, Nevada; 15th Jul 2023",Istela Nunes,Viktoriya Dudakova,Viktoriya Dudakova,2.8,1.53,f2,Favourite
UFC Fight Night: Holm vs. Bueno Silva,"Las Vegas, Nevada; 15th Jul 2023",Austin Lingo,Melquizael Costa,Melquizael Costa,2.95,1.45,f2,Favourite
UFC Fight Night: Holm vs. Bueno Silva,"Las Vegas, Nevada; 15th Jul 2023",Evan Elder,Genaro Valdez,Evan Elder,1.33,3.5,f1,Favourite
UFC Fight Night: Holm vs. Bueno Silva,"Las Vegas, Nevada; 15th Jul 2023",Tyson Nam,Azat Maksum,Azat Maksum,4.5,1.26,f2,Favourite
UFC Fight Night: Holm vs. Bueno Silva,"Las Vegas, Nevada; 15th Jul 2023",Carl Deaton,Alex Munoz,Alex Munoz,3.0,1.48,f2,Favourite
UFC Fight Night: Holm vs. Bueno Silva,"Las Vegas, Nevada; 15th Jul 2023",Ashlee Evans-Smith,Ailin Perez,Ailin Perez,3.3,1.45,f2,Favourite
UFC Fight Night: Aspinall vs. Tybura,London; 22nd Jul 2023,Tom Aspinall,Marcin Tybura,Tom Aspinall,1.22,5.2,f1,Favourite
UFC Fight Night: Aspinall vs. Tybura,London; 22nd Jul 2023,Molly McCann,Julija Stoliarenko,Julija Stoliarenko,1.5,2.88,f1,Underdog
UFC Fight Night: Aspinall vs. Tybura,London; 22nd Jul 2023,Andre Fili,Nathaniel Wood,Nathaniel Wood,2.88,1.51,f2,Favourite
UFC Fight Night: Aspinall vs. Tybura,London; 22nd Jul 2023,Paul Craig,Andre Muniz,Paul Craig,3.0,1.45,f2,Underdog
UFC Fight Night: Aspinall vs. Tybura,London; 22nd Jul 2023,Jai Herbert,Fares Ziam,Fares Ziam,2.5,1.67,f2,Favourite
UFC Fight Night: Aspinall vs. Tybura,London; 22nd Jul 2023,Lerone Murphy,Joshua Culibao,Lerone Murphy,1.71,2.35,f1,Favourite
UFC Fight Night: Aspinall vs. Tybura,London; 22nd Jul 2023,Davey Grant,Daniel Marcos,Daniel Marcos,2.3,1.74,f2,Favourite
UFC Fight Night: Aspinall vs. Tybura,London; 22nd Jul 2023,Danny Roberts,Jonny Parsons,Jonny Parsons,1.75,2.3,f1,Underdog
UFC Fight Night: Aspinall vs. Tybura,London; 22nd Jul 2023,Marc Diakiese,Joel Alvarez,Joel Alvarez,2.85,1.53,f2,Favourite
UFC Fight Night: Aspinall vs. Tybura,London; 22nd Jul 2023,Michael Parkin,Jamal Pogues,Michael Parkin,2.34,1.74,f2,Underdog
UFC Fight Night: Aspinall vs. Tybura,London; 22nd Jul 2023,Makhmud Muradov,Bryan Barberena,Makhmud Muradov,1.31,4.0,f1,Favourite
UFC Fight Night: Aspinall vs. Tybura,London; 22nd Jul 2023,Ketlen Vieira,Pannie Kianzad,Ketlen Vieira,1.68,2.4,f1,Favourite
UFC Fight Night: Aspinall vs. Tybura,London; 22nd Jul 2023,Chris Duncan (2),Yanal Ashmoz,Chris Duncan (2),1.77,2.26,f1,Favourite
UFC Fight Night: Aspinall vs. Tybura,London; 22nd Jul 2023,Bruna Brasil,Shauna Bannon,Bruna Brasil,1.7,2.25,f1,Favourite
UFC Fight Night: Aspinall vs. Tybura,London; 22nd Jul 2023,Jafel Filho,Daniel Barez,Jafel Filho,1.95,2.0,f1,Favourite
UFC 291,"Salt Lake City, Utah; 29th Jul 2023",Dustin Poirier,Justin Gaethje,Justin Gaethje,1.67,2.35,f1,Underdog
UFC 291,"Salt Lake City, Utah; 29th Jul 2023",Alex Pereira,Jan Blachowicz,Alex Pereira,2.05,1.95,f2,Underdog
UFC 291,"Salt Lake City, Utah; 29th Jul 2023",Derrick Lewis,Marcos Rogerio de Lima,Derrick Lewis,2.85,1.5,f2,Underdog
UFC 291,"Salt Lake City, Utah; 29th Jul 2023",Tony Ferguson,Bobby Green,Bobby Green,4.0,1.29,f2,Favourite
UFC 291,"Salt Lake City, Utah; 29th Jul 2023",Michael Chiesa,Kevin Holland,Kevin Holland,2.3,1.74,f2,Favourite
UFC 291,"Salt Lake City, Utah; 29th Jul 2023",Trevin Giles,Gabriel Bonfim,Gabriel Bonfim,3.95,1.3,f2,Favourite
UFC 291,"Salt Lake City, Utah; 29th Jul 2023",Carlos Vergara,Vinicius Salvador,Carlos Vergara,1.67,2.5,f1,Favourite
UFC 291,"Salt Lake City, Utah; 29th Jul 2023",Claudio Ribeiro,Roman Kopylov,Roman Kopylov,3.0,1.48,f2,Favourite
UFC 291,"Salt Lake City, Utah; 29th Jul 2023",Jake Matthews,Darrius Flowers,Jake Matthews,1.4,3.4,f1,Favourite
UFC 291,"Salt Lake City, Utah; 29th Jul 2023",Matt Semelsberger,Uros Medic,Uros Medic,1.5,2.85,f1,Underdog
UFC 291,"Salt Lake City, Utah; 29th Jul 2023",Miranda Maverick,Priscila Cachoeira,Miranda Maverick,1.36,3.5,f1,Favourite
UFC Fight Night: Luque vs. Dos Anjos,"Las Vegas, Nevada; 12th Aug 2023",Vicente Luque,Rafael dos Anjos,Vicente Luque,2.05,1.87,f2,Underdog
UFC Fight Night: Luque vs. Dos Anjos,"Las Vegas, Nevada; 12th Aug 2023",Cub Swanson,Hakeem Dawodu,Cub Swanson,2.9,1.44,f2,Underdog
UFC Fight Night: Luque vs. Dos Anjos,"Las Vegas, Nevada; 12th Aug 2023",Khalil Rountree,Chris Daukaus,Khalil Rountree,1.57,2.63,f1,Favourite
UFC Fight Night: Luque vs. Dos Anjos,"Las Vegas, Nevada; 12th Aug 2023",Polyana Viana,Iasmin Lucindo,Iasmin Lucindo,2.63,1.54,f2,Favourite
UFC Fight Night: Luque vs. Dos Anjos,"Las Vegas, Nevada; 12th Aug 2023",Tafon Nchukwi,AJ Dobson,AJ Dobson,1.7,2.25,f1,Underdog
UFC Fight Night: Luque vs. Dos Anjos,"Las Vegas, Nevada; 12th Aug 2023",Josh Fremd,Jamie Pickett,Josh Fremd,1.3,3.85,f1,Favourite
UFC Fight Night: Luque vs. Dos Anjos,"Las Vegas, Nevada; 12th Aug 2023",Marcus McGhee,J.P. Buys,Marcus McGhee,1.29,4.0,f1,Favourite
UFC Fight Night: Luque vs. Dos Anjos,"Las Vegas, Nevada; 12th Aug 2023",Terrance McKinney,Mike Breeden,Terrance McKinney,1.37,3.4,f1,Favourite
UFC Fight Night: Luque vs. Dos Anjos,"Las Vegas, Nevada; 12th Aug 2023",Francis Marshall,Isaac Dulgarian,Isaac Dulgarian,1.62,2.4,f1,Underdog
UFC Fight Night: Luque vs. Dos Anjos,"Las Vegas, Nevada; 12th Aug 2023",Martin Buday,Josh Parisian,Martin Buday,1.51,2.85,f1,Favourite
UFC Fight Night: Luque vs. Dos Anjos,"Las Vegas, Nevada; 12th Aug 2023",Montserrat Ruiz,Jaqueline Amorim,Jaqueline Amorim,3.05,1.4,f2,Favourite
UFC Fight Night: Luque vs. Dos Anjos,"Las Vegas, Nevada; 12th Aug 2023",DaMon Blackshear,Jose Johnson,DaMon Blackshear,inf,inf,f1,Favourite
UFC Fight Night: Luque vs. Dos Anjos,"Las Vegas, Nevada; 12th Aug 2023",Juliana Miller,Luana Santos,Luana Santos,2.28,1.68,f2,Favourite
UFC Fight Night: Holloway vs. Jung,Singapore; 26th Aug 2023,Max Holloway,Chan Sung Jung,Max Holloway,1.15,6.5,f1,Favourite
UFC Fight Night: Holloway vs. Jung,Singapore; 26th Aug 2023,Anthony Smith,Ryan Spann,Anthony Smith,2.25,1.67,f2,Underdog
UFC Fight Night: Holloway vs. Jung,Singapore; 26th Aug 2023,Giga Chikadze,Alex Caceres,Giga Chikadze,1.44,2.9,f1,Favourite
UFC Fight Night: Holloway vs. Jung,Singapore; 26th Aug 2023,Rinya Nakamura,Fernando Garcia,Rinya Nakamura,1.14,6.0,f1,Favourite
UFC Fight Night: Holloway vs. Jung,Singapore; 26th Aug 2023,Erin Blanchfield,Taila Santos,Erin Blanchfield,1.77,2.15,f1,Favourite
UFC Fight Night: Holloway vs. Jung,Singapore; 26th Aug 2023,Junior Tafa,Parker Porter,Junior Tafa,inf,inf,f1,Favourite
UFC Fight Night: Holloway vs. Jung,Singapore; 26th Aug 2023,Waldo Cortes-Acosta,Lukasz Brzeski,Waldo Cortes-Acosta,inf,inf,f1,Favourite
UFC Fight Night: Holloway vs. Jung,Singapore; 26th Aug 2023,Toshiomi Kazama,Garrett Armfield,Garrett Armfield,2.5,1.62,f2,Favourite
UFC Fight Night: Holloway vs. Jung,Singapore; 26th Aug 2023,Chidi Njokuani,Michal Oleksiejczuk,Michal Oleksiejczuk,2.0,1.83,f2,Favourite
UFC Fight Night: Holloway vs. Jung,Singapore; 26th Aug 2023,Kenan Song,Rolando Bedoya,Kenan Song,3.05,1.43,f2,Underdog
UFC Fight Night: Holloway vs. Jung,Singapore; 26th Aug 2023,Yusaku Kinoshita,Billy Goff,Billy Goff,1.62,2.35,f1,Underdog
UFC Fight Night: Holloway vs. Jung,Singapore; 26th Aug 2023,Na Liang,J.J. Aldrich,J.J. Aldrich,5.8,1.17,f2,Favourite
UFC Fight Night: Holloway vs. Jung,Singapore; 26th Aug 2023,Seung Woo Choi,Jarno Errens,Seung Woo Choi,1.42,3.0,f1,Favourite
UFC 293,Sydney; 9th Sep 2023,Israel Adesanya,Sean Strickland,Sean Strickland,1.22,5.8,f1,Underdog
UFC 293,Sydney; 9th Sep 2023,Tai Tuivasa,Alexander Volkov,Alexander Volkov,3.05,1.41,f2,Favourite
UFC 293,Sydney; 9th Sep 2023,Manel Kape,Felipe Dos Santos,Manel Kape,1.24,4.23,f1,Favourite
UFC 293,Sydney; 9th Sep 2023,Justin Tafa,Austen Lane,Justin Tafa,1.48,2.9,f1,Favourite
UFC 293,Sydney; 9th Sep 2023,Tyson Pedro,Anton Turkalj,Tyson Pedro,2.0,1.95,f2,Underdog
UFC 293,Sydney; 9th Sep 2023,Carlos Ulberg,Da Woon Jung,Carlos Ulberg,1.35,3.2,f1,Favourite
UFC 293,Sydney; 9th Sep 2023,Jack Jenkins,Jose Mariscal,Jose Mariscal,1.49,2.7,f1,Underdog
UFC 293,Sydney; 9th Sep 2023,Jamie Mullarkey,John Makdessi,Jamie Mullarkey,1.4,3.15,f1,Favourite
UFC 293,Sydney; 9th Sep 2023,Nasrat Haqparast,Landon Quiñones,Nasrat Haqparast,1.2,4.75,f1,Favourite
UFC 293,Sydney; 9th Sep 2023,Mike Mathetha,Charlie Radtke,Charlie Radtke,3.7,1.4,f2,Favourite
UFC 293,Sydney; 9th Sep 2023,Shane Young,Gabriel Miranda,Gabriel Miranda,1.62,2.45,f1,Underdog
UFC 293,Sydney; 9th Sep 2023,Kevin Jousset,Kiefer Crosbie,Kevin Jousset,1.65,2.45,f1,Favourite
UFC Fight Night: Grasso vs. Shevchenko II,Las Vegas; 16th Sep 2023,Kevin Holland,Jack Della Maddalena,Jack Della Maddalena,2.0,1.98,f2,Favourite
UFC Fight Night: Grasso vs. Shevchenko II,Las Vegas; 16th Sep 2023,Raul Rosas Jr,Terrence Mitchell,Raul Rosas Jr,1.13,6.5,f1,Favourite
UFC Fight Night: Grasso vs. Shevchenko II,Las Vegas; 16th Sep 2023,Daniel Zellhuber,Christos Giagos,Daniel Zellhuber,1.4,3.1,f1,Favourite
UFC Fight Night: Grasso vs. Shevchenko II,Las Vegas; 16th Sep 2023,Fernando Padilla,Kyle Nelson,Kyle Nelson,1.4,3.15,f1,Underdog
UFC Fight Night: Grasso vs. Shevchenko II,Las Vegas; 16th Sep 2023,Lupita Godinez,Elise Reed,Lupita Godinez,1.24,4.4,f1,Favourite
UFC Fight Night: Grasso vs. Shevchenko II,Las Vegas; 16th Sep 2023,Josh Fremd,Roman Kopylov,Roman Kopylov,4.0,1.24,f2,Favourite
UFC Fight Night: Grasso vs. Shevchenko II,Las Vegas; 16th Sep 2023,Tracy Cortez,Jasmine Jasudavicius,Tracy Cortez,1.93,2.1,f1,Favourite
UFC Fight Night: Grasso vs. Shevchenko II,Las Vegas; 16th Sep 2023,Alex Reyes,Charlie Campbell,Charlie Campbell,5.0,1.18,f2,Favourite
UFC Fight Night: Grasso vs. Shevchenko II,Las Vegas; 16th Sep 2023,Marnic Mann,Josefine Knutsson,Josefine Knutsson,6.0,1.14,f2,Favourite
UFC Fight Night: Fiziev vs. Gamrot,Las Vegas; 23rd Sep 2023,Rafael Fiziev,Mateusz Gamrot,Mateusz Gamrot,1.62,2.4,f1,Underdog
UFC Fight Night: Fiziev vs. Gamrot,Las Vegas; 23rd Sep 2023,Bryce Mitchell,Dan Ige,Bryce Mitchell,1.5,2.7,f1,Favourite
UFC Fight Night: Fiziev vs. Gamrot,Las Vegas; 23rd Sep 2023,Marina Alcalde Rodriguez,Michelle Waterson,Marina Alcalde Rodriguez,1.33,3.55,f1,Favourite
UFC Fight Night: Fiziev vs. Gamrot,Las Vegas; 23rd Sep 2023,Bryan Battle,A.J. Fletcher,Bryan Battle,1.56,2.5,f1,Favourite
UFC Fight Night: Fiziev vs. Gamrot,Las Vegas; 23rd Sep 2023,Charles Jourdain,Ricardo Ramos,Charles Jourdain,1.7,2.2,f1,Favourite
UFC Fight Night: Fiziev vs. Gamrot,Las Vegas; 23rd Sep 2023,Miles Johns,Dan Argueta,Miles Johns,2.46,1.58,f2,Underdog
UFC Fight Night: Fiziev vs. Gamrot,Las Vegas; 23rd Sep 2023,Tim Means,Andre Fialho,Tim Means,2.5,1.57,f2,Underdog
UFC Fight Night: Fiziev vs. Gamrot,Las Vegas; 23rd Sep 2023,Jacob Malkoun,Cody Brundage,Cody Brundage,1.17,5.25,f1,Underdog
UFC Fight Night: Fiziev vs. Gamrot,Las Vegas; 23rd Sep 2023,Jake Collier,Mohammed Usman,Mohammed Usman,2.02,1.82,f2,Favourite
UFC Fight Night: Fiziev vs. Gamrot,Las Vegas; 23rd Sep 2023,Mizuki Inoue,Hannah Goldy,Mizuki Inoue,1.3,3.7,f1,Favourite
UFC Fight Night: Fiziev vs. Gamrot,Las Vegas; 23rd Sep 2023,Montserrat Rendon,Tamires Vidal,Montserrat Rendon,2.8,1.44,f2,Underdog
UFC Fight Night: Dawson vs. Green,"Las Vegas, Nevada; 7th Oct 2023",Grant Dawson,Bobby Green,Bobby Green,1.29,4.75,f1,Underdog
UFC Fight Night: Dawson vs. Green,"Las Vegas, Nevada; 7th Oct 2023",Abdul Razak Alhassan,Joe Pyfer,Joe Pyfer,4.7,1.29,f2,Favourite
UFC Fight Night: Dawson vs. Green,"Las Vegas, Nevada; 7th Oct 2023",Alex Morono,Joaquin Buckley,Joaquin Buckley,2.64,1.57,f2,Favourite
UFC Fight Night: Dawson vs. Green,"Las Vegas, Nevada; 7th Oct 2023",Drew Dober,Rick Glenn,Drew Dober,1.25,4.5,f1,Favourite
UFC Fight Night: Dawson vs. Green,"Las Vegas, Nevada; 7th Oct 2023",Alexander Hernandez,Bill Algeo,Bill Algeo,1.85,2.05,f1,Underdog
UFC Fight Night: Dawson vs. Green,"Las Vegas, Nevada; 7th Oct 2023",Karolina Kowalkiewicz,Diana Belbita,Karolina Kowalkiewicz,1.72,2.19,f1,Favourite
UFC Fight Night: Dawson vs. Green,"Las Vegas, Nevada; 7th Oct 2023",Nathan Maness,Mateus Mendonca,Nathan Maness,3.2,1.4,f2,Underdog
UFC Fight Night: Dawson vs. Green,"Las Vegas, Nevada; 7th Oct 2023",Vanessa Demopoulos,Kanako Murata,Vanessa Demopoulos,4.0,1.3,f2,Underdog
UFC Fight Night: Dawson vs. Green,"Las Vegas, Nevada; 7th Oct 2023",Qileng Aori,Johnny Munoz,Qileng Aori,1.91,1.95,f1,Favourite
UFC Fight Night: Dawson vs. Green,"Las Vegas, Nevada; 7th Oct 2023",Montana De La Rosa,J.J. Aldrich,J.J. Aldrich,1.64,2.37,f1,Underdog
UFC Fight Night: Yusuff vs. Barboza,"Las Vegas, Nevada; 14th Oct 2023",Sodiq Yusuff,Edson Barboza,Edson Barboza,1.61,2.4,f1,Underdog
UFC Fight Night: Yusuff vs. Barboza,"Las Vegas, Nevada; 14th Oct 2023",Jennifer Maia,Viviane Araujo,Viviane Araujo,1.67,2.25,f1,Underdog
UFC Fight Night: Yusuff vs. Barboza,"Las Vegas, Nevada; 14th Oct 2023",Adrian Yanez,Jonathan Martinez,Jonathan Martinez,1.89,1.95,f1,Underdog
UFC Fight Night: Yusuff vs. Barboza,"Las Vegas, Nevada; 14th Oct 2023",Michel Pereira,Andre Petroski,Michel Pereira,1.53,2.65,f1,Favourite
UFC Fight Night: Yusuff vs. Barboza,"Las Vegas, Nevada; 14th Oct 2023",Christian Rodriguez,Cameron Saaiman,Christian Rodriguez,1.61,2.38,f1,Favourite
UFC Fight Night: Yusuff vs. Barboza,"Las Vegas, Nevada; 14th Oct 2023",Darren Elkins,T.J. Brown,Darren Elkins,2.7,1.5,f2,Underdog
UFC Fight Night: Yusuff vs. Barboza,"Las Vegas, Nevada; 14th Oct 2023",Tainara Lisboa,Ravena Oliveira,Tainara Lisboa,1.33,3.4,f1,Favourite
UFC Fight Night: Yusuff vs. Barboza,"Las Vegas, Nevada; 14th Oct 2023",Terrance McKinney,Brendon Marotte,Terrance McKinney,1.18,5.2,f1,Favourite
